Magnitude,Place,Longitude,Latitude
2.0,"21 km WNW of Pecos, Texas",-103.698,31.515
0.26,"14 km N of Condon, Montana",-113.687666666667,47.6546666666667
4.5,"59 km E of Kandrian, Papua New Guinea",150.0767,-6.3041
-0.24,"64 km ENE of Pedro Bay, Alaska",-153.081833333333,60.0458333333333
1.65,"5 km NNW of The Geysers, CA",-122.78466796875,38.8143348693848
1.75,"5 km WNW of Deer Island, Oregon",-122.9075,45.95916666666667
0.93,"9 km SE of Lima, Montana",-112.5045,44.5738333333333
5.3,"10 km W of Āwash, Ethiopia",40.068,8.9711
1.38,"11 km SE of Lima, Montana",-112.484833333333,44.5725
4.7,"25 km NNW of Āwash, Ethiopia",40.0998,9.2032
0.78,"10 km SE of Lima, Montana",-112.490333333333,44.5795
0.22,"67 km WNW of Beluga, Alaska",-152.28,61.321
0.88,"8 km WSW of Anza, CA",-116.7495,33.521
0.91,"9 km NW of The Geysers, CA",-122.84400177002,38.8228340148926
1.6,"19 km SE of Spanish Springs, Nevada",-119.5246,39.5435
4.1,Southern Tibetan Plateau,87.107,28.7162
1.44,"7 km WNW of Cobb, CA",-122.807167053223,38.8348350524902
3.04,"2 km NW of Little America, Wyoming",-109.883166666667,41.5581666666667
2.01,"7 km W of Petrolia, CA",-124.361663818359,40.3083343505859
-0.45,"67 km WNW of Beluga, Alaska",-152.285833333333,61.3183333333333
-0.13,"60 km WNW of Tyonek, Alaska",-152.195833333333,61.2585
-0.46,"67 km WNW of Beluga, Alaska",-152.280333333333,61.3158333333333
4.5,"18 km WNW of Āwash, Ethiopia",40.0084,9.0515
1.32,"14 km N of Cabazon, CA",-116.7695,34.04
0.5,"50 km NW of Beluga, Alaska",-151.643833333333,61.5001666666667
0.76,"2 km  of The Geysers, CA",-122.760330200195,38.7924995422363
1.2,"21 km NNW of Stanton, Texas",-101.851,32.317
0.99,"15 km E of Milford, Utah",-112.838833333333,38.3726666666667
-0.49,"85 km W of Salamatof, Alaska",-152.865666666667,60.5353333333333
1.38,"50 km SW of Unalaska, Alaska",-167.024,53.5271666666667
2.8,"4 km W of The Geysers, CA",-122.804496765137,38.767333984375
0.73,"67 km WNW of Beluga, Alaska",-152.284833333333,61.3206666666667
1.6,"56 km S of Whites City, New Mexico",-104.3,31.668
2.12,"17 km S of Princeton, Canada",-120.49783333333333,49.30083333333334
1.56,"8 km WSW of Townsend, Montana",-111.631666666667,46.3033333333333
-0.68,"66 km WNW of Beluga, Alaska",-152.272166666667,61.3176666666667
0.69,"13 km NW of The Geysers, CA",-122.877166748047,38.8393325805664
1.13,"8 km N of Anza, CA",-116.6868333,33.6308333
1.43,"6 km NNW of Lakeside, CA",-116.9381667,32.9053333
1.5,"4 km SE of Home Gardens, CA",-117.4855,33.853
1.31,"11 km SSW of Valle Vista, CA",-116.9205,33.6508333
1.59,"1 km SW of Pāhala, Hawaii",-155.485833333333,19.1945
0.31,"67 km WNW of Beluga, Alaska",-152.281666666667,61.318
2.29,"1 km NNE of Lincoln Beach, Oregon",-124.0365,44.86483333333334
1.28,"6 km NE of Day Valley, CA",-121.811836242676,37.076831817627
-0.48,"67 km WNW of Beluga, Alaska",-152.281166666667,61.3133333333333
-0.25,"67 km WNW of Beluga, Alaska",-152.283833333333,61.3145
2.5,"38 km SSW of Glacier View, Alaska",-147.8031,61.4711
2.8,"62 km E of Denali Park, Alaska",-147.6675,63.8112
1.32,"10 km NW of The Geysers, CA",-122.853332519531,38.8256683349609
-0.14,"67 km WNW of Beluga, Alaska",-152.2835,61.3215
1.47,"67 km WNW of Beluga, Alaska",-152.281666666667,61.3175
1.43,"3 km SW of Clayton, CA",-121.957166666667,37.9231666666667
0.35,"67 km WNW of Beluga, Alaska",-152.282,61.3218333333333
0.08,"67 km WNW of Beluga, Alaska",-152.28,61.3183333333333
1.31,"67 km WNW of Beluga, Alaska",-152.283333333333,61.3236666666667
-0.29,"67 km WNW of Beluga, Alaska",-152.283333333333,61.3148333333333
-0.68,"67 km WNW of Beluga, Alaska",-152.285,61.3193333333333
1.5,"8 km NNE of Toyah, Texas",-103.75,31.382
1.42,"12 km SE of Middletown, CA",-122.500503540039,38.6875
0.77,"8 km NNW of The Geysers, CA",-122.815498352051,38.829833984375
-0.34,"67 km WNW of Beluga, Alaska",-152.282166666667,61.3211666666667
1.59,"67 km WNW of Beluga, Alaska",-152.28,61.3171666666667
4.6,Southern Tibetan Plateau ,87.3348,28.7645
1.85,"6 km WNW of Cobb, CA",-122.795997619629,38.8271675109863
3.04,"10 km S of Waikoloa, Hawaii",-155.792166666667,19.8441666666667
1.99,"7 km ENE of Running Springs, CA",-117.0318333,34.2243333
1.88,"23 km NW of Grapevine, CA",-119.0885,35.1058333
2.76,"20 km SW of Toms Place, CA",-118.831001281738,37.4225006103516
2.5,"43 km WNW of Ninilchik, Alaska",-152.3279,60.2617
0.73,"3 km ENE of The Geysers, CA",-122.730499267578,38.7953338623047
1.4,"18 km NW of Schurz, Nevada",-118.9569,39.0766
0.77,"7 km WNW of Cobb, CA",-122.801002502441,38.8370018005371
1.54,"15 km E of Milford, Utah",-112.837666666667,38.372
1.68,"2 km SSE of San Germán, Puerto Rico",-67.0331666666667,18.0638333333333
2.52,"23 km W of Petrolia, CA",-124.555999755859,40.2923316955566
5.0,"27 km NNW of Komodo, Indonesia",119.3601,-8.381
0.78,"12 km SE of Anza, CA",-116.5841667,33.4818333
0.72,"8 km NNW of The Geysers, CA",-122.816665649414,38.8341674804688
1.41,"16 km WSW of Radersburg, Montana",-111.834166666667,46.142
1.0,"17 km S of Ackerly, Texas",-101.728,32.368
5.3,"Volcano Islands, Japan region",142.0905,24.2962
1.02,"2 km NNW of The Geysers, CA",-122.766998291016,38.7895011901855
4.2,"64 km E of Taltal, Chile",-69.8596,-25.5122
4.9,Mid-Indian Ridge,77.8848,-37.5114
5.2,Mid-Indian Ridge,77.9453,-37.6769
1.75,"2 km W of Point Roberts, Washington",-123.10916666666667,48.983333333333334
1.06,"26 km W of Chignik Lake, Alaska",-159.1975,56.2483333333333
1.08,"13 km NNE of Cabazon, CA",-116.7316667,34.0291667
1.0,"23 km NNE of Yerington, Nevada",-119.05,39.1744
1.9,"14 km SE of Pearsall, Texas",-99.005,28.792
1.8,"20 km NW of Schurz, Nevada",-118.9588,39.0913
0.7,"8 km WNW of Cobb, CA",-122.813331604004,38.8349990844727
1.67,"5 km WNW of The Geysers, CA",-122.80883026123,38.7910003662109
-0.51,"63 km WNW of Beluga, Alaska",-152.198333333333,61.32
1.3,"19 km NW of Schurz, Nevada",-118.9596,39.0874
0.89,"8 km SW of Radersburg, Montana",-111.715833333333,46.1511666666667
1.5,"10 km ESE of Smith, Nevada",-119.2171,38.7604
-0.34,"63 km WNW of Tyonek, Alaska",-152.245833333333,61.2671666666667
0.71,"8 km NNW of The Geysers, CA",-122.817169189453,38.8334999084473
0.72,"8 km NNW of The Geysers, CA",-122.818664550781,38.829833984375
0.69,"8 km NNW of The Geysers, CA",-122.818168640137,38.8301658630371
0.76,"8 km NNW of The Geysers, CA",-122.818832397461,38.8301658630371
1.9,"51 km W of Anchor Point, Alaska",-152.7363,59.8218
0.61,"63 km WNW of Tyonek, Alaska",-152.2435,61.2691666666667
4.3,Southern Tibetan Plateau,87.3777,28.6664
0.8,"10 km S of Idyllwild, CA",-116.6991667,33.6545
1.37,"8 km W of Calipatria, CA",-115.5968333,33.1313333
1.1,"16 km NE of Yerington, Nevada",-119.0098,39.0743
1.4,"10 km SSE of Forsan, Texas",-101.335,32.019
4.6,Southern Tibetan Plateau,87.2361,28.6384
1.3,"20 km NNE of Yerington, Nevada",-119.0673,39.1499
4.5,Banda Sea,130.018,-6.9592
2.2,"30 km SSW of Glacier View, Alaska",-147.8086,61.5421
4.1,Southern Tibetan Plateau,87.6524,28.8842
-0.04,"38 km NNE of Amboy, Washington",-122.17883333333333,46.20666666666666
4.2,Southern Tibetan Plateau,87.1829,28.2465
1.59,"9 km NE of Thousand Palms, CA",-116.3151667,33.8761667
0.77,"8 km WNW of Cobb, CA",-122.809829711914,38.8424987792969
1.7,"21 km NE of Yerington, Nevada",-118.9928,39.1228
-0.54,"9 km W of Akutan, Alaska",-165.921666666667,54.1416666666667
1.3,"21 km NE of Yerington, Nevada",-118.996,39.1257
1.14,"8 km NNW of The Geysers, CA",-122.816329956055,38.8281669616699
0.56,"5 km W of Borrego Springs, CA",-116.4275,33.2606667
1.05,"2 km S of Alberton, Montana",-114.4725,46.9791666666667
2.5,"46 km WNW of Anchor Point, Alaska",-152.6292,59.8853
0.81,"23 km NE of Pine Valley, CA",-116.3365,32.9441667
1.04,"23 km NE of Pine Valley, CA",-116.3351667,32.9451667
1.32,"2 km NW of The Geysers, CA",-122.772163391113,38.7873344421387
-0.51,"20 km E of Finley Point, Montana",-113.794333333333,47.7271666666667
-0.54,"79 km NW of Ninilchik, Alaska",-152.791666666667,60.4905
0.75,"6 km W of Borrego Springs, CA",-116.433,33.2641667
1.07,"23 km NE of Pine Valley, CA",-116.3338333,32.9438333
2.3,"73 km WNW of Happy Valley, Alaska",-152.9673,60.1828
4.0,"Izu Islands, Japan region",139.2592,29.1603
1.4,"23 km ESE of Balmorhea, Texas",-103.526,30.882
4.5,"19 km ENE of Wadomari, Japan",128.8448,27.424
1.24,"18 km SW of East Hope, Idaho",-116.435833333333,48.1091666666667
2.2,"27 km WNW of Susitna, Alaska",-151.0003,61.6157
2.1,"33 km NE of Chignik, Alaska",-157.9601,56.4707
1.01,"7 km NNW of The Geysers, CA",-122.813835144043,38.8269996643066
1.04,"7 km NE of Moreno Valley, CA",-117.1766667,33.971
2.58,"7 km NNW of The Geysers, CA",-122.811836242676,38.8273315429688
-0.83,"65 km WNW of Beluga, Alaska",-152.2485,61.3083333333333
0.65,"20 km E of Finley Point, Montana",-113.796333333333,47.7308333333333
-0.69,"20 km E of Finley Point, Montana",-113.793,47.732
-0.03,"19 km E of Finley Point, Montana",-113.803,47.7301666666667
-0.1,"19 km E of Finley Point, Montana",-113.800166666667,47.7245
-0.04,"70 km WNW of Tyonek, Alaska",-152.3525,61.3058333333333
-0.27,"20 km E of Finley Point, Montana",-113.793,47.7293333333333
0.04,"19 km E of Finley Point, Montana",-113.8085,47.7276666666667
-0.03,"20 km E of Finley Point, Montana",-113.795833333333,47.7308333333333
4.6,"12 km ESE of Santa Monica, Philippines",126.1395,9.9768
2.2,"35 km ESE of Whittier, Alaska",-148.0516,60.7141
4.9,"133 km SE of Neiafu, Tonga",-172.9978,-19.4097
-0.63,"77 km NW of Ninilchik, Alaska",-152.771333333333,60.4826666666667
1.3,"25 km S of Westbrook, Texas",-101.037,32.123
1.04,"8 km NNW of The Geysers, CA",-122.8193359375,38.8306655883789
0.64,"14 km SE of Anza, CA",-116.5525,33.4836667
0.66,"19 km ESE of Anza, CA",-116.4818333,33.4916667
5.6,"Izu Islands, Japan region",138.3783,31.5871
4.9,"10 km NNW of Metahāra, Ethiopia",39.8667,8.9783
1.79,"3 km W of Cobb, CA",-122.762168884277,38.8151664733887
1.72,"12 km ENE of Hidden Valley Lake, CA",-122.431999206543,38.8541679382324
1.46,"6 km NE of Lake Roesiger, Washington",-121.86166666666666,48.01733333333333
1.3,"18 km NE of Yerington, Nevada",-119.0387,39.1158
4.4,Southern Tibetan Plateau,87.2967,28.4866
1.78,"7 km ENE of Lake Roesiger, Washington",-121.849,48.01716666666667
-0.16,"83 km NNW of Karluk, Alaska",-154.951,58.2741666666667
0.78,"13 km NNW of Pinnacles, CA",-121.2285,36.6215
-0.53,"83 km NW of Karluk, Alaska",-155.2515,58.1918333333333
2.1,"31 km NE of Nikolski, Alaska",-168.5035,53.1165
-0.84,"66 km WNW of Tyonek, Alaska",-152.308166666667,61.2695
1.08,"23 km NE of Pine Valley, CA",-116.334,32.9453333
2.55,"6 km SW of Guánica, Puerto Rico",-66.947,17.9311666666667
0.79,"23 km NE of Pine Valley, CA",-116.3335,32.9451667
2.09,"12 km E of Pāhala, Hawaii",-155.359329223633,19.1981658935547
2.3,"57 km NNW of Petersville, Alaska",-151.3357,62.9412
1.16,"23 km NE of Pine Valley, CA",-116.3393333,32.9475
0.92,"24 km NE of Pine Valley, CA",-116.3306667,32.9508333
0.9,"30 km NNE of Beatty, Nevada",-116.6763,37.1775
0.83,"23 km NE of Pine Valley, CA",-116.3353333,32.9448333
0.71,"8 km NNW of The Geysers, CA",-122.813667297363,38.8288345336914
1.18,"23 km NE of Pine Valley, CA",-116.3341667,32.9455
2.14,"3 km W of Point Roberts, Washington",-123.12,48.983333333333334
-0.38,"64 km WNW of Tyonek, Alaska",-152.254,61.279
1.92,"6 km W of Progreso, B.C., MX",-115.6526667,32.5896667
2.23,"2 km NW of Kenilworth, Utah",-110.822666666667,39.7025
4.6,Southern Tibetan Plateau,87.5505,28.971
2.37,"26 km NE of Thermal, CA",-115.9113333,33.7755
1.87,"26 km NE of Thermal, CA",-115.914,33.7741667
0.51,"21 km W of Lima, Montana",-112.860833333333,44.6595
0.61,"2 km E of Pacifica, CA",-122.458833333333,37.6145
4.5,"72 km NE of Ollagüe, Chile",-67.8603,-20.68
0.83,"23 km NE of Pine Valley, CA",-116.3345,32.9446667
1.37,"2 km NNW of The Geysers, CA",-122.767501831055,38.7876663208008
2.6,"66 km WNW of Skwentna, Alaska",-152.6377,62.1181
1.89,"1 km NNW of The Geysers, CA",-122.767166137695,38.7874984741211
2.11,"1 km ESE of Parcelas La Milagrosa, Puerto Rico",-66.1745,18.1628333333333
1.08,"38 km W of Nikiski, Alaska",-151.984,60.7403333333333
1.4,"27 km S of Alamo, Nevada",-115.2152,37.1206
1.01,"23 km NE of Pine Valley, CA",-116.3311667,32.946
1.53,"23 km ESE of Little Lake, CA",-117.665,35.8726667
2.09,"4 km WNW of La Parguera, Puerto Rico",-67.0858333333333,17.9931666666667
0.63,"24 km W of Lima, Montana",-112.895666666667,44.6681666666667
2.43,"12 km NNE of Bay Point, CA",-121.955665588379,38.1353340148926
4.9,Fiji region,-176.8926,-17.5729
1.17,"14 km WNW of Calipatria, CA",-115.653,33.1715
0.1,"19 km E of Finley Point, Montana",-113.802666666667,47.731
-0.03,"18 km E of Finley Point, Montana",-113.8235,47.725
1.38,"5 km SE of Running Springs, CA",-117.0636667,34.179
2.4,"30 km NW of Stanley, Idaho",-115.2015,44.412
1.8,"6 km SE of Pearsall, Texas",-99.044,28.848
1.39,"5 km WSW of San Francisco Zoo, CA",-122.546997070312,37.7055015563965
4.5,Southern Tibetan Plateau,87.3326,28.6704
2.0,"25 km ENE of Chase, Alaska",-149.6768,62.5699
4.2,Southern Tibetan Plateau,87.5223,28.9374
4.7,"76 km ESE of Palora, Ecuador",-77.3527,-2.02
0.83,"3 km S of Highland Park, CA",-118.197,34.0948333
-0.26,"63 km WNW of Tyonek, Alaska",-152.237166666667,61.2675
2.3,"81 km NW of Yakutat, Alaska",-140.6041,60.129
1.1,"36 km SSE of Goldfield, Nevada",-117.1232,37.3929
4.4,Southern Tibetan Plateau,87.3266,29.1311
0.06,"19 km E of Finley Point, Montana",-113.800833333333,47.731
4.6,"196 km SSE of Soe, Indonesia",125.0082,-11.4888
0.61,"18 km NW of Ocotillo, CA",-116.1535,32.8271667
4.3,Southern Tibetan Plateau,87.1088,28.6461
1.3,"20 km SSE of Stanton, Texas",-101.718,31.958
0.12,"63 km WNW of Tyonek, Alaska",-152.243833333333,61.2746666666667
-0.08,"63 km WNW of Tyonek, Alaska",-152.238166666667,61.271
0.37,"12 km NW of The Geysers, CA",-122.87816619873,38.8368339538574
1.07,"13 km E of Cloverdale, CA",-122.878829956055,38.8436660766602
0.98,"17 km ESE of Anza, CA",-116.499,33.4966667
5.0,"21 km WNW of Imabetsu, Japan",140.2446,41.2357
-0.25,"50 km WNW of Beluga, Alaska",-151.964333333333,61.3023333333333
2.1,"36 km SSE of Glacier View, Alaska",-147.3914,61.5003
4.3,Southern Tibetan Plateau,87.4517,28.6559
1.28,"3 km NNW of The Geysers, CA",-122.77799987793,38.796501159668
0.83,"10 km SW of Corona, CA",-117.6438333,33.8046667
-0.46,"20 km E of Finley Point, Montana",-113.7935,47.7276666666667
4.3,Southern Tibetan Plateau,87.2372,28.6484
4.8,Tibetan Plateau,87.0015,33.4491
1.42,"1 km ESE of Oakland, CA",-122.213333129883,37.7921676635742
0.18,"20 km E of Finley Point, Montana",-113.797166666667,47.724
1.91,"14 km ESE of Little Lake, CA",-117.7501667,35.9075
0.91,"19 km E of Finley Point, Montana",-113.799166666667,47.73
1.02,"18 km E of Finley Point, Montana",-113.812,47.73
0.87,"20 km E of Finley Point, Montana",-113.7945,47.7261666666667
4.6,Southern Tibetan Plateau,87.682,28.9228
0.45,"21 km SSE of Swan Lake, Montana",-113.770833333333,47.7381666666667
1.45,"3 km N of Redway, CA",-123.823501586914,40.147834777832
1.7,"17 km NE of Yerington, Nevada",-119.0237,39.0954
4.9,Southern Tibetan Plateau,87.3545,28.4032
2.7,"65 km ENE of Pedro Bay, Alaska",-153.11,60.097
4.9,Southern Tibetan Plateau,87.4794,28.9647
2.0,"17 km N of Chignik Lagoon, Alaska",-158.5267,56.469
2.24,"12 km SE of Middletown, CA",-122.497329711914,38.6923332214355
4.8,Southern Tibetan Plateau,87.608,28.8367
5.0,Southern Tibetan Plateau,87.3944,28.5044
-0.52,"68 km WNW of Beluga, Alaska",-152.307833333333,61.319
0.75,"11 km SSW of Valle Vista, CA",-116.9168333,33.6506667
5.1,Southern Tibetan Plateau,87.4229,28.3196
1.6,"35 km WSW of Ackerly, Texas",-102.068,32.405
7.1,2025 Southern Tibetan Plateau Earthquake,87.3608,28.639
1.5,"25 km SSW of Mina, Nevada",-118.1697,38.1618
1.84,"26 km NE of Thermal, CA",-115.9081667,33.7758333
4.0,"17 km WSW of Nanyaojie, China",108.4787,28.3345
1.86,"20 km WNW of Stanley, Idaho",-115.177,44.2748333333333
1.7,"12 km ENE of Fox, Alaska",-147.3587,64.991
1.5,"44 km NW of Toyah, Texas",-104.101,31.618
0.5700000000000001,"5 km ENE of Government Camp, Oregon",-121.696,45.327
1.46,"15 km ENE of Ridgecrest, CA",-117.523,35.6715
4.1,Southern Tibetan Plateau,87.2964,28.5863
0.75,"8 km NNW of The Geysers, CA",-122.818832397461,38.8330001831055
0.93,"7 km NW of The Geysers, CA",-122.829498291016,38.8133316040039
0.93,"23 km SW of New Idria, CA",-120.793998718262,36.2331657409668
0.78,"3 km NNW of The Geysers, CA",-122.771499633789,38.8011665344238
0.82,"2 km SSW of Anderson Springs, CA",-122.695335388184,38.7553329467773
1.1,"7 km NNW of The Geysers, CA",-122.802665710449,38.824333190918
4.5,"34 km N of Āwash, Ethiopia",40.1062,9.2909
0.34,"63 km WNW of Tyonek, Alaska",-152.2425,61.2683333333333
2.36,"4 km WNW of La Parguera, Puerto Rico",-67.0863333333333,17.9913333333333
-0.4,"83 km NNW of Karluk, Alaska",-155.113166666667,58.2331666666667
2.43,"3 km SSW of Magas Arriba, Puerto Rico",-66.7808333333333,17.9856666666667
0.84,"14 km SSE of Harrah, Washington",-120.50383333333333,46.280833333333334
1.7,"5 km SSE of Gardendale, Texas",-102.349,31.977
1.24,"38 km ENE of Trona, CA",-117.027,35.9461667
2.92,"23 km WNW of Rincón, Puerto Rico",-67.4435,18.437
1.09,"8 km NNW of The Geysers, CA",-122.820999145508,38.828498840332
4.1,"70 km SSW of Fīrūzābād, Iran",52.3983,28.2294
1.09,"26 km NE of Thermal, CA",-115.9056667,33.771
1.89,"26 km NE of Thermal, CA",-115.909,33.7716667
5.0,"44 km WSW of Port-Vila, Vanuatu",167.9369,-17.9151
4.6,"140 km WSW of Chimbote, Peru",-79.668,-9.7589
1.55,"0 km S of Tres Pinos, CA",-121.319999694824,36.7878341674805
1.08,"6 km WSW of Pala, CA",-117.1366667,33.338
1.1400000000000001,"11 km W of Skokomish, Washington",-123.30733333333333,47.319833333333335
-0.01,"63 km WNW of Tyonek, Alaska",-152.238833333333,61.2698333333333
1.08,"26 km ENE of Thermal, CA",-115.905,33.767
1.6,"46 km NW of Rampart, Alaska",-150.8934,65.7996
1.46,"20 km WNW of Hebgen Lake Estates, Montana",-111.404,44.8691666666667
1.96,"7 km E of Vallejo, CA",-122.158164978027,38.1240005493164
2.91,"14 km SSE of Isla Vista, CA",-119.8086667,34.2931667
1.51,"5 km E of Butte, Montana",-112.4675,46.007
4.3,"10 km NNW of Rabaul, Papua New Guinea",152.1255,-4.1118
0.8,"7 km S of Whitehall, Montana",-112.111833333333,45.8045
0.67,"31 km NNE of Chignik Lagoon, Alaska",-158.4255,56.5888333333333
1.02,"2 km W of Kapowsin, Washington",-122.258,46.984
1.29,"3 km NW of The Geysers, CA",-122.78133392334,38.7936668395996
1.28,"13 km E of Trout Creek, Montana",-115.414833333333,47.849
4.9,"76 km SSW of Fīrūzābād, Iran",52.3992,28.1725
0.75,"3 km NW of The Geysers, CA",-122.778999328613,38.7924995422363
1.33,"2 km NW of The Geysers, CA",-122.777000427246,38.7915000915527
1.8,"48 km E of Fort Bidwell, California",-119.569,41.9194
1.55,"2 km NW of The Geysers, CA",-122.777336120605,38.7918319702148
0.84,"2 km NNW of The Geysers, CA",-122.767501831055,38.7901649475098
1.21,"10 km NNW of Redwood Valley, CA",-123.255500793457,39.3423347473145
0.75,"5 km SSW of Banning, CA",-116.8871667,33.8811667
1.32,"5 km SE of Pinnacles, CA",-121.09349822998,36.5133323669434
0.71,"8 km NNW of The Geysers, CA",-122.818168640137,38.8338317871094
2.4,"74 km ENE of Port Alsworth, Alaska",-153.0018,60.3631
1.6,"71 km ESE of Denali National Park, Alaska",-150.4903,63.216
1.27,"19 km ESE of Anza, CA",-116.5011667,33.462
0.53,"1 km S of Lake Henshaw, CA",-116.7643333,33.2353333
1.07,"46 km ESE of West Yellowstone, Montana",-110.541666666667,44.5556666666667
2.8,"31 km N of Brenas, Puerto Rico",-66.3848333333333,18.7455
4.5,"177 km WNW of Pangai, Tonga",-175.9775,-19.3657
0.7,"16 km ESE of Anza, CA",-116.513,33.5098333
1.6,"47 km NW of Toyah, Texas",-104.141,31.619
1.4,"14 km WNW of Calipatria, CA",-115.6493333,33.1728333
-0.15,"63 km WNW of Tyonek, Alaska",-152.241666666667,61.2671666666667
2.24,"6 km SSW of Guánica, Puerto Rico",-66.9368333333333,17.9203333333333
1.7,"7 km W of Lindsay, Texas",-103.618,31.357
0.72,"9 km NW of The Geysers, CA",-122.842163085938,38.8199996948242
0.9,"16 km NE of Yerington, Nevada",-119.025,39.0893
-0.01,"65 km WNW of Beluga, Alaska",-152.265,61.3013333333333
1.6,"36 km W of Nikiski, Alaska",-151.9555,60.7311
1.45,"11 km ESE of Alum Rock, CA",-121.70532989502,37.345832824707
1.8,"11 km ESE of Alum Rock, CA",-121.704002380371,37.3465003967285
-0.3,"20 km WSW of Akutan, Alaska",-166.047833333333,54.0426666666667
4.8,"77 km SSW of Fīrūzābād, Iran",52.2728,28.1973
1.8,"31 km S of Denali National Park, Alaska",-151.6852,63.2565
5.2,"79 km NW of Mohr, Iran",52.4121,28.1386
1.37,"14 km WNW of Calipatria, CA",-115.6521667,33.1718333
0.87,"8 km SW of Idyllwild, CA",-116.7858333,33.6875
5.0,"105 km E of Hasaki, Japan",141.9912,35.8649
1.06,"5 km NW of The Geysers, CA",-122.810836791992,38.7961654663086
4.0,"93 km ENE of Khorugh, Tajikistan",72.5444,37.7857
1.5,"47 km WSW of Skwentna, Alaska",-152.2775,61.8929
0.55,"2 km N of La Verne, CA",-117.7688333,34.118
1.3,"18 km NE of Milford, Utah",-112.838166666667,38.4918333333333
0.71,"3 km E of The Geysers, CA",-122.727165222168,38.7783317565918
1.34,"3 km E of The Geysers, CA",-122.726333618164,38.7784996032715
3.6,"25 km WNW of Susitna, Alaska",-150.9487,61.6353
1.8,"26 km NNW of Nikiski, Alaska",-151.4977,60.9041
0.91,"10 km NW of The Geysers, CA",-122.85383605957,38.8256683349609
2.1,"25 km WNW of Nikiski, Alaska",-151.6818,60.8181
5.2,Tibetan Plateau,87.0763,33.3841
1.73,"3 km E of The Geysers, CA",-122.727500915527,38.7775001525879
4.6,south of the Fiji Islands,-179.6274,-23.5544
4.4,"133 km SW of Meulaboh, Indonesia",95.2784,3.2934
1.21,"22 km E of Little Lake, CA",-117.6625,35.9421667
0.72,"14 km ENE of Borrego Springs, CA",-116.241,33.3125
2.41,"15 km NE of Milford, Utah",-112.9025,38.5056666666667
1.41,"15 km SSW of Olancha, CA",-118.0641667,36.1586667
2.85,"21 km ENE of San Lucas, CA",-120.814666748047,36.2238349914551
1.53,"3 km SSE of Aromas, CA",-121.617164611816,36.8675003051758
1.6,"8 km NNE of Toyah, Texas",-103.76,31.382
1.4,"18 km NW of Tehachapi, CA",-118.5691667,35.259
1.41,"9 km NE of Borrego Springs, CA",-116.3163333,33.3151667
0.75,"5 km ESE of Ontario, CA",-117.5756667,34.0305
1.44,"26 km ENE of Thermal, CA",-115.9075,33.7668333
1.07,"7 km NW of The Geysers, CA",-122.811668395996,38.8176651000977
3.1,"1 km ESE of El Centro, CA",-115.5435,32.7838333
1.6,"41 km NW of Beluga, Alaska",-151.5381,61.4475
-0.15,"63 km WNW of Tyonek, Alaska",-152.246,61.268
1.8,"58 km S of Denali National Park, Alaska",-151.5978,63.0204
1.07,"1 km NE of Mullan, Idaho",-115.7885,47.4826666666667
4.4,"69 km SSW of Masachapa, Nicaragua",-86.8009,11.2276
3.07,"45 km N of Hatillo, Puerto Rico",-66.753,18.8941666666667
3.63,"2 km SE of Palmarejo, Puerto Rico",-67.0586,18.0245
1.26,"26 km NE of Thermal, CA",-115.9096667,33.7711667
0.62,"9 km NNW of Anza, CA",-116.6948333,33.6345
0.22,"65 km WNW of Beluga, Alaska",-152.2575,61.3101666666667
4.8,"289 km ENE of Lospalos, Timor Leste",129.3321,-7.3152
1.17,"20 km E of Little Lake, CA",-117.6891667,35.9015
1.53,"1 km NNE of Twin Bridges, Montana",-112.328333333333,45.5533333333333
0.41,"23 km E of Little Lake, CA",-117.653,35.9501667
0.92,"19 km E of Leadore, Idaho",-113.1125,44.6711666666667
1.28,"9 km WNW of Cobb, CA",-122.823669433594,38.8428344726562
1.63,"38 km ENE of Trona, CA",-117.0281667,35.9461667
1.6,"23 km WNW of Central, Alaska",-145.2601,65.6672
-0.06,"84 km NNW of Karluk, Alaska",-155.000666666667,58.2735
0.62,"8 km E of Coso Junction, CA",-117.8645,36.0493333
0.5,"66 km WNW of Beluga, Alaska",-152.2705,61.3038
-0.5,"41 km WNW of Indian Springs, Nevada",-116.1162,36.6792
1.11,"6 km WNW of Cobb, CA",-122.789001464844,38.8283348083496
0.97,"16 km NNW of Summit Park, Utah",-111.667666666667,40.8845
1.08,"19 km E of Leadore, Idaho",-113.118,44.6848333333333
3.02,"73 km N of Culebra, Puerto Rico",-65.341,18.9648333333333
2.6,"15 km NNW of Summit Park, Utah",-111.66,40.8838333333333
1.52,"21 km WNW of Stanley, Idaho",-115.173333333333,44.3183333333333
-0.75,"63 km WNW of Tyonek, Alaska",-152.247166666667,61.271
0.62,"9 km SW of Idyllwild, CA",-116.779,33.672
2.1,"54 km SSW of Whites City, New Mexico",-104.569,31.714
1.18,"3 km WSW of Anderson Springs, CA",-122.722831726074,38.7563323974609
1.3,"32 km SSW of Los Ybanez, Texas",-102.068,32.46
0.62,"7 km NW of Prague, Oklahoma",-96.74166667,35.54066667
1.08,"2 km N of The Geysers, CA",-122.759002685547,38.7933349609375
1.1,"31 km SSW of Los Ybanez, Texas",-102.066,32.464
1.05,"2 km  of The Geysers, CA",-122.761329650879,38.7934989929199
0.5,"16 km NNW of Indian Springs, Nevada",-115.7702,36.6955
